epoch,train_loss,val_pr_auc,val_roc_auc
1,0.39863546645002707,0.7468355114782476,0.9737081242176104
2,0.14361394263271773,0.7700777429924166,0.9761450162507321
3,0.09809646542583193,0.7339679644534127,0.9747460464208193
4,0.06988933901967746,0.7414330370833166,0.9754372767677696
5,0.05174217393089618,0.7395017063548466,0.9764034201187509
6,0.039939593257648606,0.6975922184243543,0.9774111952040242
7,0.032294855386550934,0.7208785916469844,0.9763151321305111
8,0.028123069388259734,0.7618619027542137,0.9775389615609891
