epoch,train_reconstruction_loss
1,6.592750149113791
2,1.0876588863985879
3,0.9229923103536878
4,0.790293065564973
5,0.7014145680836269
6,0.6202269207154002
7,0.564894574029105
8,0.5149818903633526
9,0.46416511280196054
10,0.4257581340415137
11,0.3985322362610272
12,0.37868977071983473
13,0.3623859626906259
14,0.3484319554907935
15,0.33625427207776476
